filename,width,height,class,xmin,ymin,xmax,ymax
ff0qhi04fwea1_cropped_jpg.rf.d0c3cb126d0f67706acab08cfdfacb5e.jpg,640,640,spaghetti,378,154,448,221
ff0qhi04fwea1_cropped_jpg.rf.d0c3cb126d0f67706acab08cfdfacb5e.jpg,640,640,spaghetti,356,226,433,275
ff0qhi04fwea1_cropped_jpg.rf.d0c3cb126d0f67706acab08cfdfacb5e.jpg,640,640,spaghetti,369,107,443,165
ff0qhi04fwea1_cropped_jpg.rf.d0c3cb126d0f67706acab08cfdfacb5e.jpg,640,640,spaghetti,343,392,388,452
ff0qhi04fwea1_cropped_jpg.rf.d0c3cb126d0f67706acab08cfdfacb5e.jpg,640,640,spaghetti,182,79,232,150
2BB13286-1508-4AD2-806A-C3C0391D4FE2_cropped_cropped_jpg.rf.d3fd86f7c4acc3a75167700ea42b56a1.jpg,640,640,spaghetti,190,428,411,623
2BB13286-1508-4AD2-806A-C3C0391D4FE2_cropped_cropped_jpg.rf.d3fd86f7c4acc3a75167700ea42b56a1.jpg,640,640,spaghetti,103,411,221,569
2BB13286-1508-4AD2-806A-C3C0391D4FE2_cropped_cropped_jpg.rf.d3fd86f7c4acc3a75167700ea42b56a1.jpg,640,640,spaghetti,10,355,124,463
2BB13286-1508-4AD2-806A-C3C0391D4FE2_cropped_cropped_jpg.rf.d3fd86f7c4acc3a75167700ea42b56a1.jpg,640,640,spaghetti,0,246,132,362
2BB13286-1508-4AD2-806A-C3C0391D4FE2_cropped_cropped_jpg.rf.d3fd86f7c4acc3a75167700ea42b56a1.jpg,640,640,spaghetti,130,267,325,415
2BB13286-1508-4AD2-806A-C3C0391D4FE2_cropped_cropped_jpg.rf.d3fd86f7c4acc3a75167700ea42b56a1.jpg,640,640,spaghetti,316,290,469,436
2BB13286-1508-4AD2-806A-C3C0391D4FE2_cropped_cropped_jpg.rf.d3fd86f7c4acc3a75167700ea42b56a1.jpg,640,640,spaghetti,372,435,470,572
2BB13286-1508-4AD2-806A-C3C0391D4FE2_cropped_cropped_jpg.rf.d3fd86f7c4acc3a75167700ea42b56a1.jpg,640,640,spaghetti,464,326,578,466
2BB13286-1508-4AD2-806A-C3C0391D4FE2_cropped_cropped_jpg.rf.d3fd86f7c4acc3a75167700ea42b56a1.jpg,640,640,spaghetti,373,193,503,310
2BB13286-1508-4AD2-806A-C3C0391D4FE2_cropped_cropped_jpg.rf.d3fd86f7c4acc3a75167700ea42b56a1.jpg,640,640,spaghetti,333,90,456,190
2BB13286-1508-4AD2-806A-C3C0391D4FE2_cropped_cropped_jpg.rf.d3fd86f7c4acc3a75167700ea42b56a1.jpg,640,640,spaghetti,182,10,301,127
2BB13286-1508-4AD2-806A-C3C0391D4FE2_cropped_cropped_jpg.rf.d3fd86f7c4acc3a75167700ea42b56a1.jpg,640,640,spaghetti,27,65,152,188
2BB13286-1508-4AD2-806A-C3C0391D4FE2_cropped_cropped_jpg.rf.d3fd86f7c4acc3a75167700ea42b56a1.jpg,640,640,spaghetti,149,148,266,271
FR6TjwxXIAAIkLa_jpg.rf.d1bf511b7e4bf4acee0d9c31fe2374bd.jpg,640,640,spaghetti,93,290,241,580
FR6TjwxXIAAIkLa_jpg.rf.d1bf511b7e4bf4acee0d9c31fe2374bd.jpg,640,640,spaghetti,202,450,446,636
FR6TjwxXIAAIkLa_jpg.rf.d1bf511b7e4bf4acee0d9c31fe2374bd.jpg,640,640,spaghetti,219,211,503,476
imag-160-_jpg.rf.d29e769c1d4c2a8339582345899e76e8.jpg,640,640,spaghetti,242,160,313,385
imag-179-_jpg.rf.cf4085177179370e93797a2a496206bc.jpg,640,640,spaghetti,221,28,477,281
imag-10-_jpg.rf.d0a5bedb29b0846fab2ebb4477f270c0.jpg,640,640,spaghetti,171,313,272,428
imag-10-_jpg.rf.d0a5bedb29b0846fab2ebb4477f270c0.jpg,640,640,spaghetti,274,301,356,406
imag-159-_jpg.rf.cde18e3cee0088264f95bff60cd9b03c.jpg,640,640,spaghetti,73,331,213,365
imag-159-_jpg.rf.cde18e3cee0088264f95bff60cd9b03c.jpg,640,640,spaghetti,386,272,532,325
spaghetti_42_jpg.rf.d3452e796588d7627482343faf393a3d.jpg,640,640,spaghetti,238,162,571,477
imag-10-_jpg.rf.cb48a612c56c7e1cc85886b95a154a0e.jpg,640,640,spaghetti,339,181,434,293
imag-10-_jpg.rf.cb48a612c56c7e1cc85886b95a154a0e.jpg,640,640,spaghetti,255,201,332,304
imag-38-_jpg.rf.ca9e8ba3115014892f8a9f84e383127b.jpg,640,640,spaghetti,73,326,130,388
imag-38-_jpg.rf.ca9e8ba3115014892f8a9f84e383127b.jpg,640,640,spaghetti,129,258,154,303
imag-38-_jpg.rf.ca9e8ba3115014892f8a9f84e383127b.jpg,640,640,spaghetti,59,392,265,494
imag-38-_jpg.rf.ca9e8ba3115014892f8a9f84e383127b.jpg,640,640,spaghetti,209,334,377,392
imag-125-_jpg.rf.d142219a46d4bc0e23fd0544091f70b8.jpg,640,640,spaghetti,448,297,553,362
imag-125-_jpg.rf.d142219a46d4bc0e23fd0544091f70b8.jpg,640,640,spaghetti,8,205,443,472
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.cc6a062f60bef75c7b27c0d71087e64d.jpg,640,640,spaghetti,52,264,264,508
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.cc6a062f60bef75c7b27c0d71087e64d.jpg,640,640,spaghetti,133,489,307,617
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.cc6a062f60bef75c7b27c0d71087e64d.jpg,640,640,spaghetti,205,583,318,640
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.cc6a062f60bef75c7b27c0d71087e64d.jpg,640,640,spaghetti,248,363,390,564
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.cc6a062f60bef75c7b27c0d71087e64d.jpg,640,640,spaghetti,304,557,398,626
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.cc6a062f60bef75c7b27c0d71087e64d.jpg,640,640,spaghetti,277,216,416,403
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.cc6a062f60bef75c7b27c0d71087e64d.jpg,640,640,spaghetti,277,67,411,209
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.cc6a062f60bef75c7b27c0d71087e64d.jpg,640,640,spaghetti,169,76,300,180
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.cc6a062f60bef75c7b27c0d71087e64d.jpg,640,640,spaghetti,152,184,251,279
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.cc6a062f60bef75c7b27c0d71087e64d.jpg,640,640,spaghetti,349,44,489,143
imag-38-_jpg.rf.ca2b797f511e0a4472a98bb4d470c98f.jpg,640,640,spaghetti,328,74,390,132
imag-38-_jpg.rf.ca2b797f511e0a4472a98bb4d470c98f.jpg,640,640,spaghetti,258,129,304,155
imag-38-_jpg.rf.ca2b797f511e0a4472a98bb4d470c98f.jpg,640,640,spaghetti,393,59,496,266
imag-38-_jpg.rf.ca2b797f511e0a4472a98bb4d470c98f.jpg,640,640,spaghetti,334,209,393,378
spaghetti_117_jpg.rf.ce62d5c111414e2823251d4b2dfe8478.jpg,640,640,spaghetti,177,45,406,282
386t2x7azed91_cropped_jpg.rf.ca1f1163d5cd92f42c46069dfe35cdfa.jpg,640,640,spaghetti,345,235,510,431
386t2x7azed91_cropped_jpg.rf.ca1f1163d5cd92f42c46069dfe35cdfa.jpg,640,640,spaghetti,318,115,407,235
386t2x7azed91_cropped_jpg.rf.ca1f1163d5cd92f42c46069dfe35cdfa.jpg,640,640,spaghetti,109,42,260,159
386t2x7azed91_cropped_jpg.rf.ca1f1163d5cd92f42c46069dfe35cdfa.jpg,640,640,spaghetti,93,166,212,290
386t2x7azed91_cropped_jpg.rf.ca1f1163d5cd92f42c46069dfe35cdfa.jpg,640,640,spaghetti,14,120,88,217
386t2x7azed91_cropped_jpg.rf.ca1f1163d5cd92f42c46069dfe35cdfa.jpg,640,640,spaghetti,133,303,270,461
386t2x7azed91_cropped_jpg.rf.ca1f1163d5cd92f42c46069dfe35cdfa.jpg,640,640,spaghetti,193,202,312,307
386t2x7azed91_cropped_jpg.rf.ca1f1163d5cd92f42c46069dfe35cdfa.jpg,640,640,spaghetti,253,313,357,441
failedprint2_img_5eb0af2d67ead_jpg.rf.ce9ac0e7470b1517e02302c2431aea97.jpg,640,640,spaghetti,0,237,249,546
failedprint2_img_5eb0af2d67ead_jpg.rf.ce9ac0e7470b1517e02302c2431aea97.jpg,640,640,spaghetti,256,237,544,569
failedprint2_img_5eb0af2d67ead_jpg.rf.ce9ac0e7470b1517e02302c2431aea97.jpg,640,640,spaghetti,116,125,505,299
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.d168b2421db204262b37b0bffd964bdc.jpg,640,640,spaghetti,278,391,509,596
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.d168b2421db204262b37b0bffd964bdc.jpg,640,640,spaghetti,492,350,609,521
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.d168b2421db204262b37b0bffd964bdc.jpg,640,640,spaghetti,579,342,640,452
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.d168b2421db204262b37b0bffd964bdc.jpg,640,640,spaghetti,350,265,542,402
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.d168b2421db204262b37b0bffd964bdc.jpg,640,640,spaghetti,538,260,601,352
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.d168b2421db204262b37b0bffd964bdc.jpg,640,640,spaghetti,197,235,375,369
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.d168b2421db204262b37b0bffd964bdc.jpg,640,640,spaghetti,47,234,181,365
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.d168b2421db204262b37b0bffd964bdc.jpg,640,640,spaghetti,74,345,170,474
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.d168b2421db204262b37b0bffd964bdc.jpg,640,640,spaghetti,187,397,275,493
E109DD59-BAE5-49AA-9898-E0C577D4365E_cropped_jpg.rf.d168b2421db204262b37b0bffd964bdc.jpg,640,640,spaghetti,13,154,103,291
335536666_595308922205838_3070250205042394525_n_cropped_jpg.rf.d3116605576a1103c1028da7b62698ff.jpg,640,640,spaghetti,330,223,607,474
335536666_595308922205838_3070250205042394525_n_cropped_jpg.rf.d3116605576a1103c1028da7b62698ff.jpg,640,640,spaghetti,234,96,537,247
335536666_595308922205838_3070250205042394525_n_cropped_jpg.rf.d3116605576a1103c1028da7b62698ff.jpg,640,640,spaghetti,98,115,245,339
335536666_595308922205838_3070250205042394525_n_cropped_jpg.rf.d3116605576a1103c1028da7b62698ff.jpg,640,640,spaghetti,27,325,170,517
335536666_595308922205838_3070250205042394525_n_cropped_jpg.rf.d3116605576a1103c1028da7b62698ff.jpg,640,640,spaghetti,26,221,99,331
335536666_595308922205838_3070250205042394525_n_cropped_jpg.rf.d3116605576a1103c1028da7b62698ff.jpg,640,640,spaghetti,178,369,317,525
335536666_595308922205838_3070250205042394525_n_cropped_jpg.rf.d3116605576a1103c1028da7b62698ff.jpg,640,640,spaghetti,152,478,434,598
3jrfbhxqkap91_jpg.rf.ced19f128ba22bfb68020ba13cfa0292.jpg,640,640,spaghetti,419,243,576,402
3jrfbhxqkap91_jpg.rf.ced19f128ba22bfb68020ba13cfa0292.jpg,640,640,spaghetti,495,182,572,256
3jrfbhxqkap91_jpg.rf.ced19f128ba22bfb68020ba13cfa0292.jpg,640,640,spaghetti,311,348,424,444
3jrfbhxqkap91_jpg.rf.ced19f128ba22bfb68020ba13cfa0292.jpg,640,640,spaghetti,327,444,407,506
3jrfbhxqkap91_jpg.rf.ced19f128ba22bfb68020ba13cfa0292.jpg,640,640,spaghetti,251,383,325,469
imag-131-_jpg.rf.d05ded2531183078f0964fd274fa34af.jpg,640,640,spaghetti,201,0,405,459
spaghetti_57_jpg.rf.cf22fa9f94665d93da613cbfcebabdac.jpg,640,640,spaghetti,159,95,589,498
spaghetti_66_jpg.rf.d1c838b741e7a2daf59dfeb812022b8e.jpg,640,640,spaghetti,183,247,326,482
spaghetti_66_jpg.rf.d1c838b741e7a2daf59dfeb812022b8e.jpg,640,640,spaghetti,240,109,455,244
2e5e0vjonff81_cropped_cropped_jpg.rf.d6011188c75f3cb53b0a9a511674570e.jpg,640,640,spaghetti,269,349,455,507
2e5e0vjonff81_cropped_cropped_jpg.rf.d6011188c75f3cb53b0a9a511674570e.jpg,640,640,spaghetti,326,497,440,596
2e5e0vjonff81_cropped_cropped_jpg.rf.d6011188c75f3cb53b0a9a511674570e.jpg,640,640,spaghetti,443,393,502,508
2e5e0vjonff81_cropped_cropped_jpg.rf.d6011188c75f3cb53b0a9a511674570e.jpg,640,640,spaghetti,299,191,411,272
2e5e0vjonff81_cropped_cropped_jpg.rf.d6011188c75f3cb53b0a9a511674570e.jpg,640,640,spaghetti,170,348,262,472
2e5e0vjonff81_cropped_cropped_jpg.rf.d6011188c75f3cb53b0a9a511674570e.jpg,640,640,spaghetti,119,345,175,404
2e5e0vjonff81_cropped_cropped_jpg.rf.d6011188c75f3cb53b0a9a511674570e.jpg,640,640,spaghetti,264,472,327,564
2e5e0vjonff81_cropped_cropped_jpg.rf.d6011188c75f3cb53b0a9a511674570e.jpg,640,640,spaghetti,418,82,492,165
333193713_896163901527811_5668953541213023140_n_cropped_jpg.rf.d5ae8422b23dc55150d7b669162ecc5f.jpg,640,640,spaghetti,413,312,545,417
333193713_896163901527811_5668953541213023140_n_cropped_jpg.rf.d5ae8422b23dc55150d7b669162ecc5f.jpg,640,640,spaghetti,380,406,472,476
333193713_896163901527811_5668953541213023140_n_cropped_jpg.rf.d5ae8422b23dc55150d7b669162ecc5f.jpg,640,640,spaghetti,334,444,413,510
333193713_896163901527811_5668953541213023140_n_cropped_jpg.rf.d5ae8422b23dc55150d7b669162ecc5f.jpg,640,640,spaghetti,366,307,419,372
333193713_896163901527811_5668953541213023140_n_cropped_jpg.rf.d5ae8422b23dc55150d7b669162ecc5f.jpg,640,640,spaghetti,339,249,395,293
333193713_896163901527811_5668953541213023140_n_cropped_jpg.rf.d5ae8422b23dc55150d7b669162ecc5f.jpg,640,640,spaghetti,179,212,270,276
333193713_896163901527811_5668953541213023140_n_cropped_jpg.rf.d5ae8422b23dc55150d7b669162ecc5f.jpg,640,640,spaghetti,42,189,175,280
148269246_3650105938422073_232258935701890484_n_cropped_jpg.rf.d40bc76f9ba4a41b5ece25f43778f2b2.jpg,640,640,spaghetti,314,81,394,238
148269246_3650105938422073_232258935701890484_n_cropped_jpg.rf.d40bc76f9ba4a41b5ece25f43778f2b2.jpg,640,640,spaghetti,433,152,561,311
148269246_3650105938422073_232258935701890484_n_cropped_jpg.rf.d40bc76f9ba4a41b5ece25f43778f2b2.jpg,640,640,spaghetti,380,141,436,235
148269246_3650105938422073_232258935701890484_n_cropped_jpg.rf.d40bc76f9ba4a41b5ece25f43778f2b2.jpg,640,640,spaghetti,125,108,270,234
148269246_3650105938422073_232258935701890484_n_cropped_jpg.rf.d40bc76f9ba4a41b5ece25f43778f2b2.jpg,640,640,spaghetti,196,300,388,478
148269246_3650105938422073_232258935701890484_n_cropped_jpg.rf.d40bc76f9ba4a41b5ece25f43778f2b2.jpg,640,640,spaghetti,86,375,213,493
148269246_3650105938422073_232258935701890484_n_cropped_jpg.rf.d40bc76f9ba4a41b5ece25f43778f2b2.jpg,640,640,spaghetti,26,407,108,488
148269246_3650105938422073_232258935701890484_n_cropped_jpg.rf.d40bc76f9ba4a41b5ece25f43778f2b2.jpg,640,640,spaghetti,143,502,247,583
148269246_3650105938422073_232258935701890484_n_cropped_jpg.rf.d40bc76f9ba4a41b5ece25f43778f2b2.jpg,640,640,spaghetti,58,550,143,640
148269246_3650105938422073_232258935701890484_n_cropped_jpg.rf.d40bc76f9ba4a41b5ece25f43778f2b2.jpg,640,640,spaghetti,389,434,503,570
148269246_3650105938422073_232258935701890484_n_cropped_jpg.rf.d40bc76f9ba4a41b5ece25f43778f2b2.jpg,640,640,spaghetti,523,438,576,622
148269246_3650105938422073_232258935701890484_n_cropped_jpg.rf.d40bc76f9ba4a41b5ece25f43778f2b2.jpg,640,640,spaghetti,409,299,546,431
failed-3d-print_jpg.rf.d6a7a811807ef6b98501a103a0b4bc81.jpg,640,640,spaghetti,0,246,267,517
failed-3d-print_jpg.rf.d6a7a811807ef6b98501a103a0b4bc81.jpg,640,640,spaghetti,63,0,339,240
failed-3d-print_jpg.rf.d6a7a811807ef6b98501a103a0b4bc81.jpg,640,640,spaghetti,307,0,522,217
imag-126-_jpg.rf.cacc9ddcee39398c8c6bf746f3777001.jpg,640,640,spaghetti,182,285,471,524
imag-126-_jpg.rf.cacc9ddcee39398c8c6bf746f3777001.jpg,640,640,spaghetti,16,238,182,357
315560526_10158414561981627_8955722176941152463_n_cropped_jpg.rf.d6c9d559c2bcd82f5b8edec0d1420c84.jpg,640,640,spaghetti,466,233,545,363
315560526_10158414561981627_8955722176941152463_n_cropped_jpg.rf.d6c9d559c2bcd82f5b8edec0d1420c84.jpg,640,640,spaghetti,527,219,593,292
315560526_10158414561981627_8955722176941152463_n_cropped_jpg.rf.d6c9d559c2bcd82f5b8edec0d1420c84.jpg,640,640,spaghetti,430,413,544,610
315560526_10158414561981627_8955722176941152463_n_cropped_jpg.rf.d6c9d559c2bcd82f5b8edec0d1420c84.jpg,640,640,spaghetti,429,586,490,640
315560526_10158414561981627_8955722176941152463_n_cropped_jpg.rf.d6c9d559c2bcd82f5b8edec0d1420c84.jpg,640,640,spaghetti,324,73,404,173
315560526_10158414561981627_8955722176941152463_n_cropped_jpg.rf.d6c9d559c2bcd82f5b8edec0d1420c84.jpg,640,640,spaghetti,481,154,528,229
315560526_10158414561981627_8955722176941152463_n_cropped_jpg.rf.d6c9d559c2bcd82f5b8edec0d1420c84.jpg,640,640,spaghetti,395,223,452,309
315560526_10158414561981627_8955722176941152463_n_cropped_jpg.rf.d6c9d559c2bcd82f5b8edec0d1420c84.jpg,640,640,spaghetti,341,171,402,254
315560526_10158414561981627_8955722176941152463_n_cropped_jpg.rf.d6c9d559c2bcd82f5b8edec0d1420c84.jpg,640,640,spaghetti,200,72,250,138
315560526_10158414561981627_8955722176941152463_n_cropped_jpg.rf.d6c9d559c2bcd82f5b8edec0d1420c84.jpg,640,640,spaghetti,403,75,458,181
333193713_896163901527811_5668953541213023140_n_cropped_jpg.rf.d838d6e632007e9beb7f6324cbe8e519.jpg,640,640,spaghetti,54,318,182,427
333193713_896163901527811_5668953541213023140_n_cropped_jpg.rf.d838d6e632007e9beb7f6324cbe8e519.jpg,640,640,spaghetti,119,415,207,488
333193713_896163901527811_5668953541213023140_n_cropped_jpg.rf.d838d6e632007e9beb7f6324cbe8e519.jpg,640,640,spaghetti,174,455,250,524
333193713_896163901527811_5668953541213023140_n_cropped_jpg.rf.d838d6e632007e9beb7f6324cbe8e519.jpg,640,640,spaghetti,183,318,233,385
333193713_896163901527811_5668953541213023140_n_cropped_jpg.rf.d838d6e632007e9beb7f6324cbe8e519.jpg,640,640,spaghetti,214,261,268,307
333193713_896163901527811_5668953541213023140_n_cropped_jpg.rf.d838d6e632007e9beb7f6324cbe8e519.jpg,640,640,spaghetti,344,228,432,295
333193713_896163901527811_5668953541213023140_n_cropped_jpg.rf.d838d6e632007e9beb7f6324cbe8e519.jpg,640,640,spaghetti,440,208,569,303
20180528_212845_jpg.rf.d3cfec116f0750b50a4848ae8f02d01d.jpg,640,640,spaghetti,311,107,446,301
20180528_212845_jpg.rf.d3cfec116f0750b50a4848ae8f02d01d.jpg,640,640,spaghetti,117,276,320,518
20180528_212845_jpg.rf.d3cfec116f0750b50a4848ae8f02d01d.jpg,640,640,spaghetti,85,137,221,373
20180528_212845_jpg.rf.d3cfec116f0750b50a4848ae8f02d01d.jpg,640,640,spaghetti,154,1,315,151
imag-144-_jpg.rf.d7b8f684d43ce941e126a0e1a3e0093b.jpg,640,640,spaghetti,390,254,448,350
imag-40-_jpg.rf.d8651583f80864f5152916a28fad253c.jpg,640,640,spaghetti,76,161,487,458
imag-40-_jpg.rf.d8651583f80864f5152916a28fad253c.jpg,640,640,spaghetti,295,106,364,163
imag-136-_jpg.rf.d86de849e86c289ddb8e4d955f789035.jpg,640,640,spaghetti,181,97,504,521
imag-136-_jpg.rf.d86de849e86c289ddb8e4d955f789035.jpg,640,640,spaghetti,4,208,174,426
imag-136-_jpg.rf.d86de849e86c289ddb8e4d955f789035.jpg,640,640,spaghetti,498,199,637,443
386t2x7azed91_cropped_jpg.rf.d8cb70e9b93652351106464ca6dd4742.jpg,640,640,spaghetti,240,303,434,471
386t2x7azed91_cropped_jpg.rf.d8cb70e9b93652351106464ca6dd4742.jpg,640,640,spaghetti,120,295,239,386
386t2x7azed91_cropped_jpg.rf.d8cb70e9b93652351106464ca6dd4742.jpg,640,640,spaghetti,45,95,160,248
386t2x7azed91_cropped_jpg.rf.d8cb70e9b93652351106464ca6dd4742.jpg,640,640,spaghetti,169,66,291,187
386t2x7azed91_cropped_jpg.rf.d8cb70e9b93652351106464ca6dd4742.jpg,640,640,spaghetti,121,0,217,70
386t2x7azed91_cropped_jpg.rf.d8cb70e9b93652351106464ca6dd4742.jpg,640,640,spaghetti,307,88,463,227
386t2x7azed91_cropped_jpg.rf.d8cb70e9b93652351106464ca6dd4742.jpg,640,640,spaghetti,205,162,308,283
386t2x7azed91_cropped_jpg.rf.d8cb70e9b93652351106464ca6dd4742.jpg,640,640,spaghetti,317,208,444,314
imag-13-_jpg.rf.d75273777508075f5a1542a2b7f07f98.jpg,640,640,spaghetti,218,40,231,93
imag-13-_jpg.rf.d75273777508075f5a1542a2b7f07f98.jpg,640,640,spaghetti,267,189,340,482
imag-13-_jpg.rf.d75273777508075f5a1542a2b7f07f98.jpg,640,640,spaghetti,285,92,402,189
338018514_1882728118730274_1558057468904242666_n_jpg.rf.d8e534b613fe3050dab927b897626b28.jpg,640,640,spaghetti,96,316,272,475
338018514_1882728118730274_1558057468904242666_n_jpg.rf.d8e534b613fe3050dab927b897626b28.jpg,640,640,spaghetti,274,267,414,449
338018514_1882728118730274_1558057468904242666_n_jpg.rf.d8e534b613fe3050dab927b897626b28.jpg,640,640,spaghetti,194,451,250,519
338018514_1882728118730274_1558057468904242666_n_jpg.rf.d8e534b613fe3050dab927b897626b28.jpg,640,640,spaghetti,273,435,362,490
338018514_1882728118730274_1558057468904242666_n_jpg.rf.d8e534b613fe3050dab927b897626b28.jpg,640,640,spaghetti,99,184,248,325
338018514_1882728118730274_1558057468904242666_n_jpg.rf.d8e534b613fe3050dab927b897626b28.jpg,640,640,spaghetti,94,128,310,212
338018514_1882728118730274_1558057468904242666_n_jpg.rf.d8e534b613fe3050dab927b897626b28.jpg,640,640,spaghetti,265,175,383,280
338018514_1882728118730274_1558057468904242666_n_jpg.rf.d8e534b613fe3050dab927b897626b28.jpg,640,640,spaghetti,416,172,484,333
338018514_1882728118730274_1558057468904242666_n_jpg.rf.d8e534b613fe3050dab927b897626b28.jpg,640,640,spaghetti,323,100,418,193
imag-27-_jpg.rf.da2f69ff615ff851f3b5af3d0c308c73.jpg,640,640,spaghetti,242,55,441,174
imag-27-_jpg.rf.da2f69ff615ff851f3b5af3d0c308c73.jpg,640,640,spaghetti,347,494,435,620
imag-47-_jpg.rf.da4cc3d4b55ec9676f774fcb24d1e1cd.jpg,640,640,spaghetti,317,199,503,410
imag-16-_jpg.rf.d91855b052fc89ea48006a5d133ced74.jpg,640,640,spaghetti,534,328,547,346
imag-16-_jpg.rf.d91855b052fc89ea48006a5d133ced74.jpg,640,640,spaghetti,449,295,503,364
imag-16-_jpg.rf.d91855b052fc89ea48006a5d133ced74.jpg,640,640,spaghetti,262,321,270,334
funny-3d-printing-fail-nakatomi-plaza-from-die-hard-v0-unt62wevh45a1_jpg.rf.db4218572eae89d0013ebfb2f9c57148.jpg,640,640,spaghetti,78,30,330,209
funny-3d-printing-fail-nakatomi-plaza-from-die-hard-v0-unt62wevh45a1_jpg.rf.db4218572eae89d0013ebfb2f9c57148.jpg,640,640,spaghetti,5,193,270,463
funny-3d-printing-fail-nakatomi-plaza-from-die-hard-v0-unt62wevh45a1_jpg.rf.db4218572eae89d0013ebfb2f9c57148.jpg,640,640,spaghetti,330,103,635,432
funny-3d-printing-fail-nakatomi-plaza-from-die-hard-v0-unt62wevh45a1_jpg.rf.db4218572eae89d0013ebfb2f9c57148.jpg,640,640,spaghetti,235,205,371,373
335536666_595308922205838_3070250205042394525_n_cropped_jpg.rf.dc10aa85f8c964b1e3ab72318c46be48.jpg,640,640,spaghetti,332,195,608,459
335536666_595308922205838_3070250205042394525_n_cropped_jpg.rf.dc10aa85f8c964b1e3ab72318c46be48.jpg,640,640,spaghetti,236,71,538,236
335536666_595308922205838_3070250205042394525_n_cropped_jpg.rf.dc10aa85f8c964b1e3ab72318c46be48.jpg,640,640,spaghetti,100,103,246,334
